Category,Message,,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,,,
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",,,
ham,"Nah, Wednesday. When should I bring the mini Cheetos bag over?",,,
ham,"Okay, that’s great. Thanks a lot.",,,
ham,"It’s so common hearing “How are you? What are you doing? How was your day?” So let me ask you something different. Did you smile today? If not, do it now. Good evening.",,,what are you doing?
ham,Hmm… my uncle just informed me that he’s paying the school directly. So please buy food.,,,
ham,You're sick—can you still go shopping?,,,
ham,Looks like you found something else to do besides smoke. Great job!,,,
spam,"Thanks for your ringtone order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe anytime by calling customer services at 09057039994.",,,
spam,"“Shop Till You Drop”: Is it you? Win either £10,000, £5,000, £500 cash, or a £100 travel voucher. Call now: 09064011000. NTT PO Box CR01327BT. Fixed line cost 150ppm, mobile rates vary.",,,
spam,Four months half-price Orange line rental and the latest camera phones for free. Had your phone for 11 months? Call MobilesDirect free at 08000938767 to update now! Or text STOP to unsubscribe.,,,
spam,"Not heard from you for a while. Call for private chat on 01223585334. If you want to receive photo content, text PIX to 8552. To stop messages, send STOP to 8552. –SAM",,,
ham,Great to hear you are settling well. So what’s happening with Ola?,,,
ham,"That call cost £1.20, which I guess isn’t bad. Mom is sick cough cough",,,
ham,kyhkl;',,,
spam,Congratulations! You are awarded either £500 of CD gift vouchers and free entry to our £100 weekly draw. Text MUSIC to 87066. T&Cs at www.Ldew.com. One winner. 150ppm. Age 16+.,,,
ham,"I like to talk, but I’m not able to. I don’t know why.",,,
ham,"I think you’ve got to go home by yourself, because I’ll be going out shopping for my friend’s present.",,,
ham,"No, my blankets are sufficient. Thanks.",,,
spam,Free first-week entry to TEXTPOD for a chance to win a 40GB iPod or £250 cash every week. Text POD to 84128. T&Cs at www.textpod.net. Customer care: 08712405020.,,,
spam,PRIVATE! Your 2003 account statement for <phone number> shows 800 unredeemed SIM points. Call 08715203656. Identifier Code: 42049. Expires 26/10/04.,,,
ham,ID only matters when getting on from off-campus.,,,
ham,"Carlos says we can pick up from him later, so yeah, we're set.",,,
spam,Four months half-price Orange line rental and the latest camera phones free. Had your phone for 11 months? Call MobilesDirect free on 08000938767 to update now! Or text STOP.,,,
ham,Okay… you finishing soon?,,,
spam,Sorry! You cannot unsubscribe yet. The MOB offer package has a minimum term of 54 weeks. Please resubmit your request after expiry. Reply “THEMOB HELP” for more info.,,,
ham,So I’m doing a list of buyers.,,,
ham,"Whatever relationships you build in this world, the only thing that remains at last is loneliness with lots and lots of memories. Feeling…",,,
spam,"Call 09094100151 to use your minutes! Calls cost 10p/min (mobile rates vary). Service provided by AOM. Just GBP 5/month. AOM Box 61, M60 1ER until you stop. Ages 18+ only.",,,
ham,"Awesome, plan to get here anytime after <#>. I’ll text you the details in a little bit.",,,
ham,"Sorry, I guess whenever I can get hold of my connections—maybe an hour or two—I’ll text you",,,
spam,Free message: Thank you for using the Auction Subscription Service. Messages cost 150p. To skip an auction text OUT. To unsubscribe text STOP. Customer Care: 08718726270.,,,
spam,"Goldviking is inviting you to be his friend. Reply YES-762 or NO-762. See his profile at SMS.ac. To stop, text STOP FRND to 62468.",,,
ham,"Please call me. If there has been any mistake on my side, I apologise. Please go to the doctor.",,,
ham,I’m not sure if it supports those formats. I think the PS3 can play through USB as well.,,,
ham,"Dear, I have reached the room.",,,
ham,Shuhui has bought Ron’s present — it’s a Swatch watch.,,,
ham,You did fine already. Are you at NYDC at Wheelock?,,,
ham,It’s good. When are you going?,,,
ham,How have your little ones been this week? Need a coffee run tomorrow? Can’t believe it’s already that time of the week.,,,
ham,Then you can’t get the laptop? My matric card is with you.,,,
ham,"You go ahead shopping, I have things to do. Do you want to watch “Infernal Affairs”? Come along if you like.",,,
ham,Will you be here for food?,,,
spam,You have received your mobile content. Enjoy.,,,
ham,Thinking about you.,,,
ham,Meet after lunch.,,,
ham,Do you know where my lab goggles went?,,,
spam,You have a secret admirer who wants to make contact with you. Call 09058094565 to discover who it is.,,,
ham,"A thoughtful message: “Our heart feels light when someone is present, but it feels heavy when someone leaves.” Good morning.",,,
ham,"“Love fills the heart, wisdom fills the mind, dreams fill the eyes, and friends fill life.” Always stay in touch. Good night and pleasant dreams.",,,
spam,"New ringtone selections this week include: McFly, Sara Jorge, and Will Smith. Follow the instructions in the next message to order.",,,
ham,"Did you get the dental work done? If not, please handle it as soon as possible. Take care.",,,
ham,That sounds great. I might take you up on that. What are your plans tonight?,,,
spam,Enhance your phone with a Halloween collection of logos and pictures plus a free ringtone. Text CARD SPOOK to 8007.,,,
spam,Win a £1000 cash prize or a prize worth £5000.,,,
ham,Are you at the pub?,,,
spam,"Goal update: Arsenal 4 vs Liverpool 2. Henry scores with a simple shot from 6 yards after a pass from Bergkamp, giving Arsenal a lead after 78 minutes.",,,
ham,"You haven’t lost me. I will continue to be here for you. I didn’t intend to cause any hurt. I didn’t realise how you felt when I was away, and that’s what I tried to explain. I care about you.",,,
spam,Knock Knock! Text “who’s there” to 80082 to enter the weekly draw for a £250 gift voucher. T&Cs apply.,,,
ham,"That was random. By the way, is it your lunch break?",,,
spam,You have been selected to receive a £2000 award. Call 08712402050 before the lines close. Cost 10ppm. 16+. Terms apply.,,,
ham,What are you not understanding?,,,
spam,"SMS Auction: You have won a Nokia 7250i in our free auction. To participate, text NOKIA to 86021. Terms apply.",,,
spam,You have been invited to XCHAT. This is our final attempt to contact you. Text CHAT to 86688.,,,
ham,"Do you know what real friendship is? I’ll give you an example: even if this message is intentionally misspelled, you can still read it — that’s how understanding works. Good night and sleep well.",,,
spam,Urgent: Please call 09066612661 from your landline. Your complimentary 4-star Costa Del Sol holiday or £1000 cash awaits collection. Terms apply.,,,
ham,Good afternoon. How is your day going? Any progress with job prospects? I hope you are well.,,,
ham,Please come around at <TIME>.,,,
spam,Romantic Paris: Two nights and two flights from £79. Book now for next year. Call 08704439680. Terms apply.,,,
ham,"I printed out a forum post from someone with the same issue, which was resolved with a GPU replacement. Hopefully they don’t ignore that.",,,
spam,Customer service announcement: You have a New Year’s delivery waiting. Please call 07046744435 to arrange delivery.,,,
ham,"Hello, hope your day is going well. I hope you are healthy and that you find some good job opportunities.",,,
ham,Do you enjoy swimming? I have a pool and jacuzzi at my place.,,,
ham,Ok...,,,
ham,When are you taking your practical lessons? I start mine in June.,,,
ham,Please come home soon. I have prepared food.,,,
ham,How are you today? Are you working hard? I couldn’t sleep last night and almost called you early.,,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now.,,,
ham,I’ve reached home and finished bathing. You can call me now.,,,
ham,How was texting and driving?,,,
spam,"Christmas Offer! Latest Motorola, SonyEricsson & Nokia with free Bluetooth or DVD. Double minutes & 1000 texts on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",,,
ham,"Ok, I will not call or disturb anyone. I know everyone is avoiding me. I feel like a burden.",,,
ham,G.W.R,,,
spam,Today's Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684.,,,
ham,Was the actual exam harder than the NBME?,,,
spam,SMS AUCTION – A brand new Nokia 7250 is available today! Free to join. Text NOKIA to 86021 now!,,,
spam,"You can stop further club tones by replying ""STOP MIX."" Terms at my-tone.com/enjoy.",,,
ham,Is there a way you can send Shade’s items to her? She has been very helpful.,,,
ham,"Let me know the details for Friday when you find out, since I won't be in tomorrow or Friday. Mentioned Chinese. Thanks.",,,
ham,Hope you are feeling well. Please update me. —Abiola,,,
ham,"It was a nice day and I was sensible, went home early, and now feel fine. When is your schedule? I can’t remember.",,,
ham,"Hello, I hope your day goes well. Did you sleep in? Looking forward to meeting again.",,,
spam,Free message: A service you ordered from 81303 could not be delivered due to insufficient credit. Please top up to receive it.,,,
ham,"Well, at least you didn’t actually call someone that name. That would have been worse.",,,
ham,We will sell everything so we will have many coins. Then we can sell our coins through PayPal. Extra money in our pockets!,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting in our customer claims department. Call 08717507382 NOW.,,,
spam,Chat and social service now! 0871750.77.11. BT national rate 10p/min from landlines.,,,
ham,"Great, let me know whenever you're nearby.",,,
ham,Heading toward the bus stop.,,,
spam,"You have won £1,000 cash or a £2,000 prize! To claim, call 09050000327. Terms: RSTM, SW7 3SS. 150ppm.",,,
ham,Uncle Abbey! Happy New Year. —Abiola,,,
ham,Good night. Take care. Practice is ongoing.,,,
ham,"I will call you later, I don’t have network. If urgent, send a message.",,,
spam,Free Msg: Ringtone available at the provided link.,,,
ham,Probably financial worries. Payments are due and I have several outstanding invoices for work completed months ago.,,,
ham,I will call now. I am having food.,,,
ham,Message: some text missing. Sender name missing. Number missing. Date missing. Sent via fullonsms.com.,,,
spam,Double your minutes and texts on Orange or get half-price rental. Free phones. Call MobileUpd8 on 08000839402 or 2optout/HV9D.,,,
ham,Ok. I will treat you with professionalism and respect.,,,
spam,YOU HAVE WON! As a valued Vodafone customer you have been selected to win a £150 prize. Call 09061743386 to collect.,,,
ham,I will meet you in the lobby.,,,
ham,I am surprised you haven’t gone to the internet cafe yet. I expected to hear from you.,,,
ham,"No rush, I will ask Jay.",,,
ham,I uploaded mine to Facebook.,,,
ham,"Hi, mobile number <#> has added you to their contacts on fullonsms.com. Visit fullonsms.com for more.",,,
ham,"Dip’s phone is off. I am coming with him. Please respond, otherwise we will return.",,,
spam,"Thank you for your ringtone order, reference X49. Your mobile will be charged £4.50. If it does not arrive, please call customer services 09065989182.",,,
spam,"Someone you know is trying to contact you via our dating service. To find out who, call 09064015307 BOX334SK38ch.",,,
spam,Do you want a new video phone with 750 minutes and 150 texts for only five pounds per week? Call 08000776320 now.,,,
spam,Today's Voda numbers ending 5226 are selected to receive a £350 award. If you have a match please call 08712300220 quoting code 1131.,,,
ham,I have reached home finally.,,,
spam,Want to meet new people tonight? Get real location updates sent directly to your mobile. Join the UK's largest social meetup network by texting GRAVEL to 69888. Charges apply.,,,
spam,Missed call from 08702490080. It asks you to call 09066358152 to claim a £5000 prize. Requires entering your personal details. Please be cautious.,,,
ham,I will be respectful and considerate.,,,
ham,Congratulations! Wishing you many positive moments ahead.,,,
spam,"You have won a Nokia 7250i in our free auction. To participate, text NOKIA to 86021 now. Terms apply.",,,
spam,This is our second attempt to contact you. You have won a £750 prize. Call 08718726970 now to claim. Standard charges apply.,,,
ham,"Just letting you know I’m back at my parents’ place in South Tampa, so we may need to meet somewhere else.",,,
ham,"Sorry, I’ll call later. In a meeting.",,,
spam,"Your account balance is £500. To increase your payout, text GO to 86688. Charges apply.",,,
spam,URGENT! Your number has been awarded a £2000 guaranteed prize. Call 09058094455 to claim within 12 hours.,,,
ham,There are two bold items at <#>. Are they yours?,,,
ham,"I’m still having coffee with my friends. My friend is driving, so she’ll give me a lift.",,,
spam,You are awarded a City Break and could win a £200 shopping spree. Text STORE to 88039. Subscription charges apply.,,,
spam,Selected Vodafone numbers ending in 4882 may receive a £350 award. Call 09064019014 to claim.,,,
ham,"I’m in the office. What’s the matter? Message me now, I will call during my break.",,,
ham,I’m back. Took long due to an accident on A30. Had to divert through Wadebridge. Had a good weekend. Talk soon.,,,
spam,Accommodation vouchers worth £450 available. Claim number 15541 required. Terms apply.,,,
ham,My tuition is at 3:30. Should we go for the 11:20 to 12:05 one? Is that okay for you?,,,
ham,"If I said anything wrong, I’m sorry.",,,
ham,Alright! What are you doing tonight? Ended up not going downtown—just went to the pub. Relaxing in my room now.,,,
ham,Please don’t joke around. Sleep early. Good night.,,,
spam,Had your mobile contract 11 months? Get latest phones free plus double minutes and texts. Text YES for callback or NO to unsubscribe.,,,
spam,Mobile Club: choose from top-quality items for your phone. Reference: 7cfca1a.,,,
ham,Are you calling me? Call my mobile phone.,,,
ham,Not sure I can arrange anything here. Let me know if you want me to drive down and meet.,,,
spam,Your 2003 account statement shows 800 unredeemed points. Call 08715203652 with code 42810. Expires soon.,,,
ham,Life is not always the same.,,,
ham,How are you? Are you okay?,,,
ham,"The housemaid is the suspect because the incident happened on <#> January, a public holiday when all institutions were closed. Understand?",,,
spam,Urgent! You are awarded a complimentary trip to EuroDisney or £1000. Text DIS to 87121. Charges apply.,,,
spam,"Urgent! Call 09066649731 to claim a complimentary Ibiza holiday or £10,000 cash. Terms apply.",,,
ham,Name your price as long as it’s reasonable. When can I pick them up? You have exams?,,,
spam,You have won £1000 cash or a £2000 prize. Call 08714712412 between 10am–7pm. Charges apply.,,,
spam,Win a year of CDs worth £500 and enter a £100 weekly draw. Text MUSIC to 87066. Subscription charges apply.,,,
ham,I talked a lot about Boston in my personal statement! I would’ve changed it if I noticed it said NYC. It’s updated now.,,,
ham,"No, he didn’t. Spring is arriving early.",,,
ham,"Hi, can I please borrow <#> dollars? I’ll pay you back by mid-February.",,,
ham,"Got models from Fujitsu, IBM, HP, Toshiba… many options available.",,,
spam,Want a laugh? Try CHIT-CHAT on your mobile. Text CHAT to 8883. Charges apply.,,,
spam,"Win a meet-and-greet with Westlife. Text 1, 2, or 3 to 83049. Charges apply.",,,
spam,Free weekly entry to win an iPod. Text POD to 80182. Standard rates apply.,,,
ham,I bought the test yesterday. It shows the date you need. You’ll get it in 2–3 weeks. Please don’t worry; everything will be fine. Let me know if there’s anything important from your history.,,,
ham,Says the <#>-year-old with responsibilities. I’m down to my last <#>. Still waiting for that check.,,,
spam,"For a chance to win a £250 weekly shopping spree, text SHOP to 80878. Charges apply.",,,
spam,Last weekend’s draw shows you won £1000 guaranteed. Call 09064017295 with code K52.,,,
ham,I enjoy helping people relax. What style do you prefer? ,,,
spam,Here is your discount code: RP176781. Reply STOP to unsubscribe.,,,
ham,My friends used to say the same.,,,
spam,"Someone contacted our service and listed your number. To find out who, call 09058098002. Charges apply.",,,
spam,Win a year of CDs worth £500 and enter our weekly £100 draw. Text MUSIC to 87066. Subscription charges apply.,,,
spam,A link to your picture has been sent. You can also use the provided website link.,,,
ham,I’ve been seeing a lot of Corvettes lately.,,,
ham,Or approximately <#> minutes.,,,
ham,"Watching cartoons, listening to music, and in the evening I went to the temple and church. What about you?",,,
ham,Did you check? I received his detailed message now.,,,
ham,My friend Tyler asked if you could help him with something.,,,
spam,"You have won a Nokia 7250i in our free auction. To participate, text NOKIA to 86021 now. Terms apply.",,,
spam,"As a registered subscriber, your entry for a £100 gift voucher will be submitted after answering the question: When are the next Olympics? Text your answer to 80062.",,,
ham,No message and no response. What happened?,,,
ham,"They were upset at first, but eventually they relaxed.",,,
spam,Are you interested in connecting? Visit the service website for details. (Content sanitized),,,
ham,Okay.,,,
ham,I’m in Solihull; do you need anything?,,,
spam,"This December only: if you’ve had your mobile for 11 months or more, you can upgrade to the latest colour camera phone for free. Call The Mobile Update Company at 08002986906.",,,
spam,"Tone Club: Your subscription has expired. To renew, reply MONOC for mono tones or POLYC for poly tones. Weekly charges apply. Reply STOP to unsubscribe.",,,
spam,Sunshine Quiz: Win a Sony DVD recorder by naming the capital of Australia. Text MQUIZ to 82277.,,,
spam,Congratulations! You are awarded £500 worth of CD vouchers or a £125 guaranteed gift and free entry into our weekly draw. Text MUSIC to 87066. Terms apply.,,,
ham,Notice: There was an administrative error. Please visit your local office for clarification. (Content sanitized),,,
ham,What time is your driving session on Friday? We will have an evaluation that day.,,,
spam,URGENT: This is our second attempt to contact you. Your £900 prize is still awaiting collection. Call 09061702893.,,,
ham,"Sorry, my roommates took a long time. Is it okay if I come by now?",,,
ham,"Okay, I’ll go home, check the schedule, and message you again. Xuhui is starting lessons on May 2nd at 8 AM.",,,
ham,He is just joking. Don’t believe those messages; he sends them all the time.,,,
ham,I got a train seat; mine is the lower berth.,,,
ham,"It’s not fake. My friends received money; that’s why I’m referring you. If you join using my link, you receive <#> rupees, and I receive <#> rupees. I can withdraw once my balance reaches <#> rupees.",,,
ham,Regarding the <#>GB item I saw a few days ago: the seller wants <#> for the Wi-Fi version and <#> for the 3G version. That’s why I didn’t respond.,,,
spam,"Enhance your phone with a Halloween-themed logo, picture message, and a free tone. Text CARD SPOOK to 8007.",,,
ham,"You already have a lot to deal with. It shouldn’t be the child’s responsibility to support the parent. I’m here to support you, and I didn’t mean to cause any distress.",,,
spam,Customer Loyalty Offer: The new Nokia 6650 is available from £10 at TXT Auction. Text START to 81151. Terms apply.,,,
ham,Very nice. Be ready on Thursday.,,,
spam,Your 2003 account statement shows 800 unredeemed points. Call 08715203685 with identifier code 4xx26. Expires 13/10/04.,,,
spam,You have a secret admirer who wishes to contact you. Call 09065171142 to learn more. Charges apply.,,,
ham,"I’m extremely nervous, but I’ll try my best tomorrow. (Content sanitized)",,,
ham,"Where are you? It just sounds like Jan C, that’s all.",,,
ham,Gumby’s has a special: a <#>-inch cheese pizza for $2. That’s what we’re doing tonight.,,,
ham,I slept poorly. I kept waking every two hours to check if my cat wanted to come inside. I worry when it’s cold.,,,
ham,Someone called you a “tool”?,,,
ham,There is class today. There are no cancellations.,,,
spam,Free for the first week! Get Nokia ringtones weekly by texting NOKIA to 8077. Standard charges apply.,,,
spam,"In The Simpsons Movie released July 2007, which band appears at the start? A: Green Day, B: Blue Day, C: Red Day. Reply with A, B, or C.",,,
ham,I think 50 should be okay. He said plus or minus 10. Did you leave a space between the paragraphs?,,,
spam,"Hello, it has been three weeks without hearing from you. Would you like to reconnect? Standard charges apply.",,,
spam,URGENT: Your mobile number was awarded a £2000 bonus caller prize. This is our second attempt to reach you. Call 08718729755.,,,
ham,"I’m doing alright, focusing on my goals. What about you? What are you doing next?",,,
ham,"Do whatever you decide, Juliana.",,,
ham,"Okay, I’ll log into Facebook in a few minutes.",,,
ham,"Monday is fine. Best option is affordable and good food, but more expensive places are okay too. Depends on whether you prefer Western or Chinese food. Which do you want?",,,
ham,I’m coming home for dinner.,,,
spam,"URGENT: You have received one week of free entry into our £100,000 prize jackpot. Text CLAIM to 81010. Terms apply.",,,
ham,Nokia phones are great.,,,
ham,"Hi Wesley, how have you been?",,,
ham,Call me when you finish and I will come pick you up.,,,
ham,"I am on a train back from Northampton, so I’m unable to.",,,
ham,I cannot pick up the phone right now. Please send a message.,,,
spam,(Bank of Granite issues Strong-Buy) Market update: Performance has increased significantly. Nasdaq symbol CDGT.,,,
spam,"18 days until the Euro 2004 kickoff. You will receive daily updates. To unsubscribe, text GET EURO STOP to 83222.",,,
ham,Watching TV now. I got a new job.,,,
ham,"Oh yes, I forgot. You can only take two items while shopping.",,,
ham,Understood. We will probably meet in about 20 minutes.,,,
spam,"For your chance to win £250 weekly, text ACTION to 80608. Terms apply.",,,
spam,Sports TV update: New Jersey Devils and Detroit Red Wings are playing. Reply END to stop.,,,
spam,Free for first week: Nokia ringtone available. Text NOKIA to 8077 for details.,,,
ham,"Good morning, please call me.",,,
spam,You have been selected to receive a £350 award. Please call 09066364311 to claim.,,,
spam,Get the official England ringtone or colour flag for today’s game. Text TONE or FLAG to 84199.,,,
ham,"Just saw your missed call, my dear brother. Have a great day.",,,
ham,I cannot pick up the phone right now. Please send a message.,,,
spam,"Urgent: Call 09066350750. Your complimentary 4-star Ibiza holiday or £10,000 cash is awaiting collection.",,,
ham,Great. I hope you are using your network connections as well — you never know which old acquaintance might help today.,,,
spam,"Urgent: Your mobile number has won a £2,000 bonus prize. This is our second attempt to reach you. Call 09066362220.",,,
ham,"Hi, CTS employee — how are you?",,,
ham,"Sorry, I will call later.",,,
spam,"You have won a £150 prize as a valued Vodafone customer. To collect, call 09061743386.",,,
ham,I accidentally brought them home in the box.,,,
ham,I just reached home. I am very tired. I will come tomorrow.,,,
spam,Sunshine Quiz: Win a Sony DVD player by answering which country the Algarve is in. Text your answer to 82277.,,,
spam,Think you’re smart? Win £200 this week in our quiz. Text PLAY to 85222. Terms apply.,,,
spam,I have work tomorrow. Are you free to meet tonight FOR A REMARKABLE OFFER AT OUR STORE.,,,
ham,A thoughtful message: You are appreciated and valued as a friend.,,,
ham,That should help reduce some financial worries.,,,
ham,What about you—what do you remember?,,,
spam,Urgent: Call 09061213237. £5000 cash or a 4-star holiday await collection. Terms apply.,,,
ham,I just dropped them off and I am on my way back.,,,
spam,I bought one ringtone and now receiving messages costing £3 offering more tones.,,,
spam,You are a £1000 winner or guaranteed prize recipient. Final attempt. Call 09071517866.,,,
spam,Urgent: We are trying to contact you. You have won a guaranteed £900 prize. Call 09061701939 with claim code S89.,,,
spam,Service message: Text STOP to end subscription. (Content sanitized),,,
ham,I keep ten rupees in my shelf. Buy two eggs.,,,
ham,"I am at Bruce & Fowler now, but I’m in my mom’s car so I cannot park.",,,
spam,Update: Orange line rental half price for 12 months. Call MobileUpd8 on 08000839402.,,,
spam,Free for first week: Nokia tone subscription. Text NOKIA to 8007 for details.,,,
spam,Join the chatting service by texting GIRL or BLOKE with your name and age to 8007. (Sanitized),,,
spam,Everyone around seems to be responding well to you — you bring positivity.,,,
ham,You really sleep a lot. My dad woke me at 10-something for lunch.,,,
ham,Oh no… had the tooth removed? Is it painful?,,,
ham,"Alright, I’ll bring my tape measure on Friday.",,,
ham,I might need to skip it. I am teaching until noon and then have a lecture at two.,,,
ham,"You know Telugu too? That’s good. Okay, good night.",,,
spam,"For your chance to win £250 weekly, text PLAY to 83370. Terms apply.",,,
ham,Please take a couple of clear photos in bright light today. (Content sanitized),,,
ham,Where are you? What happened?,,,
ham,"Yeah, why not? Is the group all ready?",,,
spam,Last chance! Claim your £150 worth of discount vouchers today! Text SHOP to 85023 now! Subscription £3.00.,,,
spam,"Your B4U voucher for the week is MARSMS. Log onto the website for discount credit. To opt out, reply STOP.",,,
ham,Good morning! Have a wonderful day!,,,
spam,Missed call alert: These numbers called but did not leave a message.,,,
ham,How will I check on you now?,,,
spam,Free message: You have been awarded a free digital camera. Reply SNAP to collect your prize.,,,
spam,"Your ringtone service has changed! You have 25 free credits. Visit the website to choose your content. To stop, text CLUB STOP.",,,
spam,Congratulations! You are awarded £500 in CD gift vouchers or a guaranteed £125 gift. Text MUSIC to 87066.,,,
spam,You can win £100 in Music Gift Vouchers every week. Text DRAW to 87066 to participate.,,,
ham,"I’m in school, but never mind—just eat first.",,,
spam,Please stop sending inappropriate content.,,,
spam,Customer service announcement: We recently attempted a delivery but were unable to complete it. Please call to reschedule.,,,
spam,Get the England “Three Lions” tone! Reply LIONM for mono or LIONP for poly.,,,
ham,"Yes, no need. I’ll just wait for the rain to stop.",,,
ham,I don’t believe you. I think you told him.,,,
ham,Send me the new number.,,,
spam,Your 2003 account statement shows 800 unredeemed points. Call with the identifier code to claim.,,,
spam,Message removed due to inappropriate content.,,,
ham,Where is your memory when I need it?,,,
spam,Loans available for any purpose—even with bad credit. Tenants welcome. Visit the website or call now.,,,
ham,"Teach me the apps, please. When you come to college.",,,
ham,Sorry that took so long. I’m on my way now.,,,
ham,"Somewhere out there beneath the pale moonlight, someone is thinking of you. Sweet dreams and good night.",,,
ham,There’s no need for the medicine anymore.,,,
spam,Do you have what it takes to join the WRC Rally in Australia? Text RALLY LE to 61200 to enter!,,,
spam,Please call immediately. There is an urgent message waiting for you.,,,
ham,"Happy New Year, my number one!",,,
ham,It’s cool. Let me know before it begins around <number>. I’ll be out all day.,,,
spam,You are awarded a SiPix digital camera! Call to arrange delivery.,,,
ham,I’ll text now so he won’t think we forgot.,,,
ham,So what’s the decision?,,,
ham,Message removed due to inappropriate content.,,,
spam,"Win the newest “Harry Potter and the Order of the Phoenix” (Book 5)! Reply HARRY, answer five questions, and get a chance to be among the first readers!",,,
ham,Meet me on Corporation Street outside Gap… you’ll see what I’m thinking!,,,
spam,"As one of our registered subscribers, you can enter the draw for a £100 gift voucher by replying ENTER. To unsubscribe, text STOP.",,,
ham,Mom wants to know where you are.,,,
ham,Beer later?,,,
spam,Can you get to the phone now? I want to chat and arrange a meeting. Call me.,,,
ham,Yes! I want to make you happy every night.,,,
ham,Some lesser-known facts about the Taj Mahal… (list preserved),,,
spam,We tried to contact you regarding your reply to our offer of a video phone and half-price line rental.,,,
spam,We tried to contact you regarding your response to our offer of a new Nokia phone and camcorder.,,,
ham,"Alright, I took the medication. I’m back now.",,,
ham,Where are you? Must I call you every time?,,,
ham,"Yes, next stop.",,,
ham,Message removed due to inappropriate content.,,,
ham,Talk to G and X about that.,,,
ham,Depends on where you’re going.,,,
ham,"Hi, it’s me. You’re probably having too much fun to see this message, but I’m texting you because I’m bored, and James has been annoying me all night.",,,
ham,I agree. So I can stop thinking about the iPad—can you please ask Macho the same question?,,,
spam,"Single people are waiting to connect! Text your AGE followed by your GENDER (M or F). For example: 23F. For gay men, text your AGE followed by G.",,,
ham,"Otherwise, I had a part-time tuition job.",,,
ham,"Nothing, I just received a message from an unknown number.",,,
ham,Where is mummy’s boy? Is he being good or bad? Positive or negative? Why is mummy being made to wait?,,,
ham,Oh okay… what’s your email?,,,
ham,This is my number — Vivek.,,,
ham,"Okay. I’m at home, not dressed because I’m resting — I’m ill. I’ll speak to you later about timings.",,,
spam,"To review and keep the fantastic Nokia N-Gage game deck with Club Nokia, visit the website. To unsubscribe, reply OUT.",,,
ham,"I am in Tirupur; once you leave the office, call me.",,,
ham,"My life means a lot to me — not because I love my life, but because I love the people in it. The world calls them friends; I call them my world.",,,
ham,I have plenty of fuel money — want to go on a nature adventure with Galileo soon?,,,
ham,This all feels creepy and strange to me.,,,
spam,URGENT! We are trying to contact you. Last weekend’s draw shows you have won a £900 guaranteed prize. Call with code K61. Valid 12 hours only.,,,
ham,"Sir, good morning. I hope you had a good weekend. I wanted to inform you that I was able to raise <number> from my dad. He said he will provide the rest by mid-February. This is still short, and I was hoping you could help. Have a good day. — Abiola",,,
ham,Still at the west coast… It will take forever for you to come back.,,,
ham,I’ll get there tomorrow and send it to you.,,,
spam,Claim a £200 shopping spree! Call now to check if you have won.,,,
ham,My job profile seems like a BPO.,,,
ham,And taking <number> ibuprofens didn’t help.,,,
ham,"I was thinking of throwing away your red, green, and black trainers to avoid carrying them back on the train.",,,
spam,"Urgent! Please call from a landline. Your complimentary 4-star Tenerife holiday or £5,000 cash awaits.",,,
spam,(Forwarded) Free entry into our £250 weekly competition! Send ENTER to 88877 now.,,,
spam,Free message: Text CALL to 86888 to claim your reward of three hours of talk time. Subscription applies unless you text STOP.,,,
ham,Mum is asking you to buy food on your way home.,,,
spam,Congratulations! You are awarded either £500 in CD gift vouchers and free entry to our £100 weekly draw. Text MUSIC to 87066.,,,
spam,"Message from 88066: You lost £3. For help, contact us.",,,
ham,"Thanks, dear. Good night.",,,
ham,I don’t have any of your files in my bag. I was at work when you called. I’ll let you know if I find anything in my room.,,,
spam,"URGENT! Your mobile number has won a £2,000 bonus caller prize. This is the second attempt to reach you. Call ASAP.",,,
ham,"Hi Jon, Pete here. I’ve been to Spain recently and have some leftover money. Bill said you or your parents might be interested. I have 12,000 pesetas — around £48. Let me know.",,,
spam,You’ve been selected to stay in one of 250 top British hotels — for free! Holiday valued at £350. Call to claim.,,,
spam,You have a secret admirer who wants to contact you. Call to find out who thinks you’re special.,,,
spam,"Today’s selected Vodafone numbers ending in XXXX are eligible for a £350 award. If you have a match, call and quote claim code 3100.",,,
ham,Are you still coming tonight?,,,
spam,You are subscribed to the Mobile Content Service for £3 per 10 days until you text STOP to 82324.,,,
ham,Call me when you’re done.,,,
ham,I’m sorry about last night. It wasn’t your fault—it was me. Maybe it was just mood swings. Please forgive me.,,,
ham,I’m good! I’ve been thinking about you.,,,
spam,Text BANNEDUK to 89555 to view content. Cost applies.,,,
ham,I need you here with me — I want to feel supported.,,,
ham,"I’m at the customer location, I’ll call you.",,,
ham,"Just woke up. Wow, it’s late — but I didn’t fall asleep until <number> a.m.",,,
spam,Santa calling! Would your little ones like a call from Santa on Christmas Eve? Call to book your time.,,,
